Time[ms], WallSen FL, WallSen L, WallSen R, WallSen FR, Machine V, Mot V L, Mot V R, Mot V LR, Machine Angular, Mot Angular, IMU Angular Z, Machine Angle, Mot Angle, IMU Angle, Mot Distance X, Mot Distance Y, IMU Global Angle, IMU V
771 ,130 ,1004 ,1396 ,44 ,0 ,-164.026367 ,180.429016 ,8.201319 ,-350.000000 ,-308.372498 ,-264.268311 ,0.000000 ,-40.191219 ,-37.266830 ,-0.311836 ,0.951738 ,-5.706707 ,-710.404297
772 ,131 ,1016 ,1373 ,45 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-265.000000 ,0.000000 ,-40.484905 ,-37.531834 ,-0.311836 ,0.951738 ,-5.971707 ,-714.471680
773 ,137 ,1029 ,1355 ,44 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-266.219513 ,0.000000 ,-40.763908 ,-37.798050 ,-0.317191 ,0.957950 ,-6.237927 ,-717.390625
774 ,139 ,1041 ,1336 ,43 ,0 ,-164.026367 ,180.429016 ,8.201319 ,-350.000000 ,-308.372498 ,-266.829285 ,0.000000 ,-41.072281 ,-38.064880 ,-0.322579 ,0.964133 ,-6.504756 ,-717.773438
775 ,141 ,1051 ,1318 ,43 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-265.975616 ,0.000000 ,-41.365971 ,-38.330856 ,-0.322579 ,0.964133 ,-6.770732 ,-715.285156
776 ,145 ,1062 ,1300 ,45 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-265.121948 ,0.000000 ,-41.644974 ,-38.595978 ,-0.328029 ,0.970261 ,-7.035854 ,-713.323242
777 ,151 ,1074 ,1284 ,45 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-267.073181 ,0.000000 ,-41.938663 ,-38.863052 ,-0.328029 ,0.970261 ,-7.302927 ,-713.706055
778 ,155 ,1080 ,1266 ,44 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-268.963409 ,0.000000 ,-42.217667 ,-39.132015 ,-0.333540 ,0.976335 ,-7.571890 ,-712.126953
779 ,156 ,1087 ,1249 ,42 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-270.060974 ,0.000000 ,-42.496670 ,-39.402077 ,-0.339080 ,0.982382 ,-7.841951 ,-714.758789
780 ,159 ,1092 ,1229 ,44 ,0 ,-147.623734 ,180.429016 ,16.402637 ,-350.000000 ,-293.688110 ,-268.597565 ,0.000000 ,-42.790359 ,-39.670673 ,-0.350223 ,0.994419 ,-8.110549 ,-719.687500
781 ,164 ,1098 ,1212 ,42 ,0 ,-147.623734 ,147.623734 ,0.000000 ,-350.000000 ,-264.319275 ,-267.621948 ,0.000000 ,-43.054676 ,-39.938297 ,-0.350223 ,0.994419 ,-8.378171 ,-722.750000
782 ,169 ,1105 ,1196 ,44 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-267.256104 ,0.000000 ,-43.348366 ,-40.205551 ,-0.350223 ,0.994419 ,-8.645427 ,-723.276367
783 ,172 ,1109 ,1182 ,45 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-267.134155 ,0.000000 ,-43.627369 ,-40.472687 ,-0.355881 ,1.000355 ,-8.912561 ,-721.458008
784 ,179 ,1111 ,1165 ,43 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-267.073181 ,0.000000 ,-43.906372 ,-40.739758 ,-0.361569 ,1.006264 ,-9.179634 ,-721.218750
785 ,183 ,1115 ,1152 ,42 ,0 ,-164.026367 ,180.429016 ,8.201319 ,-350.000000 ,-308.372498 ,-266.890259 ,0.000000 ,-44.214745 ,-41.006649 ,-0.367288 ,1.012143 ,-9.446525 ,-719.161133
786 ,186 ,1118 ,1133 ,43 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-265.670746 ,0.000000 ,-44.508434 ,-41.272320 ,-0.367288 ,1.012143 ,-9.712195 ,-718.395508
787 ,193 ,1124 ,1120 ,45 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-263.292694 ,0.000000 ,-44.802120 ,-41.535614 ,-0.367288 ,1.012143 ,-9.975489 ,-718.204102
788 ,193 ,1124 ,1120 ,45 ,0 ,-147.623734 ,180.429016 ,16.402637 ,-350.000000 ,-293.688110 ,-260.975616 ,0.000000 ,-45.095810 ,-41.796589 ,-0.378906 ,1.023721 ,-10.236464 ,-720.118164
789 ,197 ,1129 ,1102 ,42 ,0 ,-164.026367 ,180.429016 ,8.201319 ,-350.000000 ,-308.372498 ,-261.219513 ,0.000000 ,-45.404182 ,-42.057808 ,-0.384746 ,1.029480 ,-10.497684 ,-723.659180
790 ,202 ,1132 ,1085 ,41 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-263.658539 ,0.000000 ,-45.697868 ,-42.321465 ,-0.384746 ,1.029480 ,-10.761342 ,-723.898438
791 ,205 ,1135 ,1071 ,40 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-266.158539 ,0.000000 ,-45.976875 ,-42.587624 ,-0.390643 ,1.035179 ,-11.027500 ,-727.917969
792 ,213 ,1149 ,1054 ,41 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-267.743896 ,0.000000 ,-46.255878 ,-42.855370 ,-0.396568 ,1.040850 ,-11.295244 ,-734.330078
793 ,219 ,1156 ,1039 ,42 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-270.304871 ,0.000000 ,-46.549564 ,-43.125675 ,-0.396568 ,1.040850 ,-11.565549 ,-734.569336
794 ,223 ,1160 ,1021 ,40 ,0 ,-131.221100 ,164.026367 ,16.402637 ,-350.000000 ,-264.319275 ,-272.743896 ,0.000000 ,-46.813885 ,-43.398418 ,-0.408528 ,1.052075 ,-11.838293 ,-731.124023
795 ,230 ,1168 ,1007 ,38 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-274.329285 ,0.000000 ,-47.092888 ,-43.672749 ,-0.414535 ,1.057659 ,-12.112622 ,-727.917969
796 ,236 ,1176 ,989 ,38 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-274.512207 ,0.000000 ,-47.371891 ,-43.947258 ,-0.420569 ,1.063213 ,-12.387135 ,-726.769531
797 ,245 ,1186 ,973 ,38 ,0 ,-164.026367 ,147.623734 ,-8.201319 ,-350.000000 ,-279.003693 ,-273.658539 ,0.000000 ,-47.650894 ,-44.220917 ,-0.414508 ,1.057688 ,-12.660793 ,-726.003906
798 ,250 ,1195 ,958 ,39 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-271.463409 ,0.000000 ,-47.929901 ,-44.492382 ,-0.420596 ,1.063184 ,-12.932257 ,-727.248047
799 ,259 ,1204 ,943 ,39 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-268.292694 ,0.000000 ,-48.223587 ,-44.760674 ,-0.420596 ,1.063184 ,-13.200549 ,-727.678711
800 ,267 ,1213 ,927 ,37 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-264.756104 ,0.000000 ,-48.502590 ,-45.025429 ,-0.426739 ,1.068618 ,-13.465305 ,-728.252930
801 ,275 ,1222 ,914 ,36 ,0 ,-147.623734 ,180.429016 ,16.402637 ,-350.000000 ,-293.688110 ,-262.743896 ,0.000000 ,-48.796280 ,-45.288174 ,-0.439079 ,1.079423 ,-13.728049 ,-728.875000
802 ,287 ,1234 ,903 ,42 ,0 ,-164.026367 ,180.429016 ,8.201319 ,-350.000000 ,-308.372498 ,-262.378052 ,0.000000 ,-49.104652 ,-45.550552 ,-0.445279 ,1.084792 ,-13.990427 ,-728.875000
803 ,297 ,1246 ,887 ,43 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-261.951233 ,0.000000 ,-49.383656 ,-45.812504 ,-0.451504 ,1.090131 ,-14.252378 ,-731.698242
804 ,305 ,1258 ,873 ,42 ,0 ,-164.026367 ,180.429016 ,8.201319 ,-350.000000 ,-308.372498 ,-262.195129 ,0.000000 ,-49.692028 ,-46.074699 ,-0.457759 ,1.095436 ,-14.514574 ,-732.128906
805 ,316 ,1269 ,860 ,42 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-263.048798 ,0.000000 ,-49.971031 ,-46.337746 ,-0.464038 ,1.100711 ,-14.777622 ,-732.894531
806 ,324 ,1277 ,843 ,40 ,0 ,-164.026367 ,147.623734 ,-8.201319 ,-350.000000 ,-279.003693 ,-265.121948 ,0.000000 ,-50.250034 ,-46.602871 ,-0.457733 ,1.095467 ,-15.042745 ,-737.918945
807 ,334 ,1288 ,831 ,41 ,0 ,-147.623734 ,180.429016 ,16.402637 ,-350.000000 ,-293.688110 ,-267.134155 ,0.000000 ,-50.543724 ,-46.870003 ,-0.470398 ,1.105891 ,-15.309878 ,-742.560547
808 ,344 ,1301 ,817 ,41 ,0 ,-131.221100 ,180.429016 ,24.603956 ,-350.000000 ,-279.003693 ,-269.207336 ,0.000000 ,-50.822727 ,-47.139210 ,-0.489470 ,1.121433 ,-15.579086 ,-747.250000
809 ,355 ,1307 ,800 ,41 ,0 ,-164.026367 ,147.623734 ,-8.201319 ,-350.000000 ,-279.003693 ,-271.036591 ,0.000000 ,-51.101730 ,-47.410248 ,-0.483088 ,1.116284 ,-15.850122 ,-751.221680
810 ,368 ,1318 ,788 ,40 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-271.585358 ,0.000000 ,-51.395420 ,-47.681831 ,-0.483088 ,1.116284 ,-16.121708 ,-752.705078
811 ,377 ,1330 ,774 ,40 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-270.000000 ,0.000000 ,-51.674423 ,-47.951832 ,-0.489522 ,1.121369 ,-16.391708 ,-751.173828
812 ,392 ,1342 ,762 ,44 ,0 ,-147.623734 ,180.429016 ,16.402637 ,-350.000000 ,-293.688110 ,-267.134155 ,0.000000 ,-51.968113 ,-48.218967 ,-0.502441 ,1.131475 ,-16.658842 ,-749.690430
813 ,405 ,1356 ,750 ,46 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-265.914642 ,0.000000 ,-52.247116 ,-48.484882 ,-0.508926 ,1.136496 ,-16.924757 ,-747.967773
814 ,420 ,1368 ,734 ,45 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-350.000000 ,-293.688110 ,-267.560974 ,0.000000 ,-52.540802 ,-48.752441 ,-0.508926 ,1.136496 ,-17.192318 ,-747.919922
815 ,433 ,1379 ,718 ,44 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-269.512207 ,0.000000 ,-52.819805 ,-49.021954 ,-0.515460 ,1.141453 ,-17.461830 ,-752.465820
816 ,447 ,1391 ,703 ,45 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-270.670746 ,0.000000 ,-53.098812 ,-49.292625 ,-0.522019 ,1.146377 ,-17.732500 ,-750.982422
817 ,464 ,1405 ,691 ,47 ,0 ,-147.623734 ,147.623734 ,0.000000 ,-350.000000 ,-264.319275 ,-270.609772 ,0.000000 ,-53.363129 ,-49.563236 ,-0.522019 ,1.146377 ,-18.003111 ,-748.015625
818 ,478 ,1416 ,679 ,49 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-269.878052 ,0.000000 ,-53.642132 ,-49.833115 ,-0.528623 ,1.151239 ,-18.272989 ,-746.436523
819 ,488 ,1426 ,665 ,48 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-268.170746 ,0.000000 ,-53.921139 ,-50.101284 ,-0.535252 ,1.156069 ,-18.541159 ,-743.517578
820 ,504 ,1438 ,654 ,48 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-266.158539 ,0.000000 ,-54.200142 ,-50.367443 ,-0.541903 ,1.160866 ,-18.807318 ,-743.948242
821 ,516 ,1450 ,639 ,48 ,0 ,-147.623734 ,180.429016 ,16.402637 ,-350.000000 ,-293.688110 ,-264.756104 ,0.000000 ,-54.493828 ,-50.632198 ,-0.555256 ,1.170393 ,-19.072075 ,-746.340820
822 ,532 ,1463 ,628 ,51 ,0 ,-164.026367 ,147.623734 ,-8.201319 ,-350.000000 ,-279.003693 ,-263.902435 ,0.000000 ,-54.772831 ,-50.896103 ,-0.548557 ,1.165662 ,-19.335978 ,-750.216797
823 ,551 ,1477 ,621 ,52 ,0 ,-164.026367 ,180.429016 ,8.201319 ,-350.000000 ,-308.372498 ,-262.134155 ,0.000000 ,-55.081203 ,-51.158234 ,-0.555281 ,1.170357 ,-19.598110 ,-751.987305
824 ,551 ,1477 ,621 ,52 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-260.304871 ,0.000000 ,-55.360210 ,-51.418541 ,-0.562029 ,1.175018 ,-19.858416 ,-753.566406
825 ,563 ,1486 ,606 ,54 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-260.548798 ,0.000000 ,-55.639214 ,-51.679089 ,-0.568799 ,1.179647 ,-20.118965 ,-754.475586
826 ,579 ,1498 ,595 ,55 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-263.780487 ,0.000000 ,-55.918217 ,-51.942871 ,-0.575592 ,1.184243 ,-20.382746 ,-756.246094
827 ,594 ,1508 ,582 ,55 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-267.073181 ,0.000000 ,-56.197220 ,-52.209942 ,-0.582407 ,1.188806 ,-20.649818 ,-760.074219
828 ,609 ,1521 ,570 ,57 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-350.000000 ,-279.003693 ,-269.512207 ,0.000000 ,-56.476223 ,-52.479454 ,-0.589244 ,1.193335 ,-20.919331 ,-759.547852
829 ,626 ,1531 ,557 ,55 ,0 ,-131.221100 ,147.623734 ,8.201319 ,-350.000000 ,-249.634888 ,-270.487823 ,0.000000 ,-56.725857 ,-52.749943 ,-0.596101 ,1.197835 ,-21.189817 ,-757.490234
830 ,644 ,1541 ,547 ,57 ,0 ,-147.623734 ,147.623734 ,0.000000 ,-346.500000 ,-264.319275 ,-270.487823 ,0.000000 ,-56.990177 ,-53.020432 ,-0.596101 ,1.197835 ,-21.460306 ,-757.585938
831 ,660 ,1553 ,535 ,56 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-343.000000 ,-279.003693 ,-269.207336 ,0.000000 ,-57.269180 ,-53.289639 ,-0.603000 ,1.202269 ,-21.729513 ,-756.437500
832 ,682 ,1570 ,525 ,64 ,0 ,-147.623734 ,164.026367 ,8.201319 ,-339.500000 ,-279.003693 ,-267.865845 ,0.000000 ,-57.548183 ,-53.557503 ,-0.609920 ,1.206670 ,-21.997379 ,-755.384766
833 ,700 ,1579 ,516 ,67 ,0 ,-131.221100 ,164.026367 ,16.402637 ,-336.000000 ,-264.319275 ,-266.707336 ,0.000000 ,-57.812504 ,-53.824211 ,-0.623802 ,1.215407 ,-22.264086 ,-756.485352
834 ,717 ,1586 ,501 ,64 ,0 ,-164.026367 ,164.026367 ,0.000000 ,-332.500000 ,-293.688110 ,-265.000000 ,0.000000 ,-58.106194 ,-54.089211 ,-0.623802 ,1.215407 ,-22.529087 ,-757.777344
835 ,740 ,1596 ,493 ,65 ,0 ,-164.026367 ,147.623734 ,-8.201319 ,-329.000000 ,-279.003693 ,-262.500000 ,0.000000 ,-58.385197 ,-54.351711 ,-0.616818 ,1.211108 ,-22.791586 ,-758.255859
836 ,763 ,1606 ,481 ,65 ,0 ,-131.221100 ,164.026367 ,16.402637 ,-325.500000 ,-264.319275 ,-259.634155 ,0.000000 ,-58.649517 ,-54.611347 ,-0.630826 ,1.219642 ,-23.051220 ,-758.686523
837 ,787 ,1617 ,472 ,68 ,0 ,-147.623734 ,180.429016 ,16.402637 ,-322.000000 ,-293.688110 ,-257.926849 ,0.000000 ,-58.943203 ,-54.869270 ,-0.644877 ,1.228104 ,-23.309147 ,-759.739258
838 ,812 ,1627 ,464 ,69 ,0 ,-147.623734 ,147.623734 ,0.000000 ,-318.500000 ,-264.319275 ,-257.378052 ,0.000000 ,-59.207523 ,-55.126652 ,-0.644877 ,1.228104 ,-23.566526 ,-761.892578
839 ,838 ,1638 ,454 ,71 ,0 ,-147.623734 ,147.623734 ,0.000000 ,-315.000000 ,-264.319275 ,-256.585358 ,0.000000 ,-59.471844 ,-55.383236 ,-0.644877 ,1.228104 ,-23.823111 ,-759.021484
840 ,865 ,1647 ,443 ,73 ,0 ,-131.221100 ,164.026367 ,16.402637 ,-311.500000 ,-264.319275 ,-256.524384 ,0.000000 ,-59.736160 ,-55.639759 ,-0.659044 ,1.236371 ,-24.079636 ,-757.920898
841 ,894 ,1659 ,433 ,75 ,0 ,-131.221100 ,147.623734 ,8.201319 ,-308.000000 ,-249.634888 ,-256.707336 ,0.000000 ,-59.985798 ,-55.896469 ,-0.666146 ,1.240473 ,-24.336344 ,-761.031250
842 ,923 ,1669 ,425 ,79 ,0 ,-131.221100 ,147.623734 ,8.201319 ,-304.500000 ,-249.634888 ,-256.158539 ,0.000000 ,-60.235432 ,-56.152626 ,-0.673265 ,1.244545 ,-24.592501 ,-761.031250
843 ,955 ,1680 ,419 ,86 ,0 ,-147.623734 ,131.221100 ,-8.201319 ,-301.000000 ,-249.634888 ,-254.756104 ,0.000000 ,-60.485065 ,-56.407383 ,-0.666128 ,1.240504 ,-24.847258 ,-760.744141
844 ,982 ,1689 ,410 ,87 ,0 ,-114.818459 ,147.623734 ,16.402637 ,-297.500000 ,-234.950470 ,-252.865860 ,0.000000 ,-60.720016 ,-56.660248 ,-0.680435 ,1.248526 ,-25.100124 ,-761.844727
845 ,1012 ,1702 ,401 ,91 ,0 ,-131.221100 ,131.221100 ,0.000000 ,-294.000000 ,-234.950470 ,-251.219513 ,0.000000 ,-60.954967 ,-56.911469 ,-0.680435 ,1.248526 ,-25.351343 ,-762.945312
846 ,1043 ,1709 ,392 ,92 ,0 ,-131.221100 ,131.221100 ,0.000000 ,-290.500000 ,-234.950470 ,-249.451233 ,0.000000 ,-61.189919 ,-57.160919 ,-0.680435 ,1.248526 ,-25.600794 ,-763.423828
847 ,1073 ,1721 ,385 ,97 ,0 ,-131.221100 ,131.221100 ,0.000000 ,-287.000000 ,-234.950470 ,-246.402451 ,0.000000 ,-61.424870 ,-57.407322 ,-0.680435 ,1.248526 ,-25.847197 ,-764.093750
848 ,1098 ,1729 ,375 ,101 ,0 ,-114.818459 ,131.221100 ,8.201319 ,-283.500000 ,-220.266068 ,-243.109756 ,0.000000 ,-61.645134 ,-57.650433 ,-0.687653 ,1.252421 ,-26.090307 ,-766.390625
849 ,1127 ,1738 ,368 ,101 ,0 ,-131.221100 ,131.221100 ,0.000000 ,-280.000000 ,-234.950470 ,-239.207321 ,0.000000 ,-61.880085 ,-57.889637 ,-0.687653 ,1.252421 ,-26.329514 ,-767.634766
850 ,1151 ,1745 ,361 ,103 ,0 ,-131.221100 ,114.818459 ,-8.201319 ,-276.500000 ,-220.266068 ,-234.573181 ,0.000000 ,-62.100349 ,-58.124210 ,-0.680405 ,1.248584 ,-26.564087 ,-766.438477
851 ,1176 ,1755 ,352 ,106 ,0 ,-114.818459 ,147.623734 ,16.402637 ,-273.000000 ,-234.950470 ,-230.121964 ,0.000000 ,-62.335300 ,-58.354332 ,-0.694932 ,1.256199 ,-26.794209 ,-766.964844
852 ,1202 ,1765 ,347 ,112 ,0 ,-114.818459 ,131.221100 ,8.201319 ,-269.500000 ,-220.266068 ,-227.560974 ,0.000000 ,-62.555569 ,-58.581894 ,-0.702210 ,1.259979 ,-27.021770 ,-770.601562
853 ,1223 ,1778 ,339 ,119 ,0 ,-131.221100 ,114.818459 ,-8.201319 ,-266.000000 ,-220.266068 ,-224.817078 ,0.000000 ,-62.775833 ,-58.806713 ,-0.694918 ,1.256227 ,-27.246588 ,-774.333984
854 ,1237 ,1786 ,334 ,119 ,0 ,-114.818459 ,114.818459 ,0.000000 ,-262.500000 ,-205.581665 ,-222.804886 ,0.000000 ,-62.981415 ,-59.029518 ,-0.694918 ,1.256227 ,-27.469393 ,-775.625977
855 ,1254 ,1794 ,327 ,121 ,0 ,-114.818459 ,147.623734 ,16.402637 ,-259.000000 ,-234.950470 ,-221.158539 ,0.000000 ,-63.216366 ,-59.250675 ,-0.709561 ,1.263619 ,-27.690550 ,-779.741211
856 ,1266 ,1806 ,318 ,124 ,0 ,-114.818459 ,114.818459 ,0.000000 ,-255.500000 ,-205.581665 ,-218.658539 ,0.000000 ,-63.421947 ,-59.469334 ,-0.709561 ,1.263619 ,-27.909208 ,-783.282227
857 ,1277 ,1814 ,312 ,128 ,0 ,-98.415825 ,131.221100 ,16.402637 ,-252.000000 ,-205.581665 ,-214.329269 ,0.000000 ,-63.627529 ,-59.683662 ,-0.724256 ,1.270905 ,-28.123539 ,-781.846680
858 ,1290 ,1823 ,304 ,132 ,0 ,-114.818459 ,131.221100 ,8.201319 ,-248.500000 ,-220.266068 ,-209.085373 ,0.000000 ,-63.847794 ,-59.892750 ,-0.731618 ,1.274520 ,-28.332624 ,-779.932617
859 ,1295 ,1832 ,299 ,133 ,0 ,-114.818459 ,131.221100 ,8.201319 ,-245.000000 ,-220.266068 ,-203.902451 ,0.000000 ,-64.068062 ,-60.096649 ,-0.738993 ,1.278106 ,-28.536526 ,-779.741211
860 ,1302 ,1836 ,291 ,133 ,0 ,-114.818459 ,114.818459 ,0.000000 ,-241.500000 ,-205.581665 ,-199.451218 ,0.000000 ,-64.273643 ,-60.296101 ,-0.738993 ,1.278106 ,-28.735977 ,-781.272461
861 ,1307 ,1845 ,284 ,136 ,0 ,-114.818459 ,131.221100 ,8.201319 ,-238.000000 ,-220.266068 ,-196.402451 ,0.000000 ,-64.493912 ,-60.492504 ,-0.746395 ,1.281638 ,-28.932381 ,-784.669922
862 ,1316 ,1854 ,285 ,141 ,0 ,-98.415825 ,131.221100 ,16.402637 ,-234.500000 ,-205.581665 ,-195.365860 ,0.000000 ,-64.699493 ,-60.687870 ,-0.761225 ,1.288648 ,-29.127747 ,-789.167969
863 ,1326 ,1868 ,283 ,148 ,0 ,-98.415825 ,114.818459 ,8.201319 ,-231.000000 ,-190.897263 ,-195.243912 ,0.000000 ,-64.890388 ,-60.883114 ,-0.768651 ,1.292128 ,-29.322990 ,-792.804688
864 ,1329 ,1876 ,273 ,147 ,0 ,-114.818459 ,98.415825 ,-8.201319 ,-227.500000 ,-190.897263 ,-193.292694 ,0.000000 ,-65.081284 ,-61.076408 ,-0.761213 ,1.288672 ,-29.516283 ,-792.182617
865 ,1334 ,1882 ,268 ,149 ,0 ,-98.415825 ,131.221100 ,16.402637 ,-224.000000 ,-205.581665 ,-190.060974 ,0.000000 ,-65.286865 ,-61.266468 ,-0.776113 ,1.295530 ,-29.706343 ,-791.416992
866 ,1343 ,1891 ,263 ,152 ,0 ,-82.013184 ,114.818459 ,16.402637 ,-220.500000 ,-176.212860 ,-186.280487 ,0.000000 ,-65.463081 ,-61.452747 ,-0.791035 ,1.302342 ,-29.892624 ,-791.273438
867 ,1343 ,1891 ,263 ,152 ,0 ,-98.415825 ,98.415825 ,0.000000 ,-217.000000 ,-176.212860 ,-182.500000 ,0.000000 ,-65.639290 ,-61.635250 ,-0.791035 ,1.302342 ,-30.075125 ,-791.129883
868 ,1349 ,1899 ,260 ,155 ,0 ,-98.415825 ,114.818459 ,8.201319 ,-213.500000 ,-190.897263 ,-179.146347 ,0.000000 ,-65.830193 ,-61.814396 ,-0.798517 ,1.305700 ,-30.254271 ,-790.747070
869 ,1360 ,1906 ,257 ,158 ,0 ,-82.013184 ,114.818459 ,16.402637 ,-210.000000 ,-176.212860 ,-174.329269 ,0.000000 ,-66.006401 ,-61.988724 ,-0.813502 ,1.312369 ,-30.428600 ,-789.550781
870 ,1365 ,1915 ,250 ,157 ,0 ,-82.013184 ,114.818459 ,16.402637 ,-206.500000 ,-176.212860 ,-170.060974 ,0.000000 ,-66.182617 ,-62.158787 ,-0.828508 ,1.318993 ,-30.598660 ,-791.608398
871 ,1372 ,1923 ,244 ,157 ,0 ,-98.415825 ,98.415825 ,0.000000 ,-203.000000 ,-176.212860 ,-165.426834 ,0.000000 ,-66.358826 ,-62.324211 ,-0.828508 ,1.318993 ,-30.764088 ,-794.000977
872 ,1383 ,1934 ,242 ,161 ,0 ,-98.415825 ,114.818459 ,8.201319 ,-199.500000 ,-190.897263 ,-161.280487 ,0.000000 ,-66.549728 ,-62.485493 ,-0.836032 ,1.322257 ,-30.925367 ,-792.804688
873 ,1390 ,1941 ,238 ,164 ,0 ,-82.013184 ,98.415825 ,8.201319 ,-196.000000 ,-161.528458 ,-157.560974 ,0.000000 ,-66.711258 ,-62.643055 ,-0.843565 ,1.325500 ,-31.082930 ,-793.809570
874 ,1397 ,1945 ,232 ,163 ,0 ,-82.013184 ,98.415825 ,8.201319 ,-192.500000 ,-161.528458 ,-154.573181 ,0.000000 ,-66.872780 ,-62.797626 ,-0.851107 ,1.328721 ,-31.237501 ,-796.010742
875 ,1407 ,1955 ,230 ,165 ,0 ,-82.013184 ,114.818459 ,16.402637 ,-189.000000 ,-176.212860 ,-151.524399 ,0.000000 ,-67.048996 ,-62.949150 ,-0.866212 ,1.335117 ,-31.389027 ,-797.781250
876 ,1416 ,1962 ,227 ,167 ,0 ,-82.013184 ,82.013184 ,0.000000 ,-185.500000 ,-146.844055 ,-148.780487 ,0.000000 ,-67.195839 ,-63.097931 ,-0.866212 ,1.335117 ,-31.537807 ,-797.781250
877 ,1428 ,1974 ,225 ,170 ,0 ,-98.415825 ,98.415825 ,0.000000 ,-182.000000 ,-176.212860 ,-146.341461 ,0.000000 ,-67.372055 ,-63.244274 ,-0.866212 ,1.335117 ,-31.684149 ,-798.642578
878 ,1436 ,1980 ,222 ,173 ,0 ,-82.013184 ,98.415825 ,8.201319 ,-178.500000 ,-161.528458 ,-144.756104 ,0.000000 ,-67.533585 ,-63.389030 ,-0.873791 ,1.338251 ,-31.828905 ,-801.417969
879 ,1446 ,1988 ,220 ,175 ,0 ,-65.610550 ,82.013184 ,8.201319 ,-175.000000 ,-132.159637 ,-142.682938 ,0.000000 ,-67.665741 ,-63.531712 ,-0.881377 ,1.341367 ,-31.971588 ,-806.250977
880 ,1457 ,1997 ,216 ,175 ,0 ,-82.013184 ,98.415825 ,8.201319 ,-171.500000 ,-161.528458 ,-140.121948 ,0.000000 ,-67.827271 ,-63.671833 ,-0.888971 ,1.344463 ,-32.111710 ,-811.227539
881 ,1467 ,2001 ,217 ,181 ,0 ,-65.610550 ,82.013184 ,8.201319 ,-168.000000 ,-132.159637 ,-137.317078 ,0.000000 ,-67.959427 ,-63.809151 ,-0.896573 ,1.347540 ,-32.249027 ,-814.337891
882 ,1477 ,2018 ,214 ,186 ,0 ,-82.013184 ,65.610550 ,-8.201319 ,-164.500000 ,-132.159637 ,-134.573181 ,0.000000 ,-68.091591 ,-63.943726 ,-0.888964 ,1.344480 ,-32.383598 ,-815.725586
